"ssn","number","operator"
"756553973562190","09813556989","همراه اول"
"728868414831438","09972789297","همراه اول"
"6721936551404","09637916006","رایتل"
"63731937885195","09374528581","رایتل"
"243054436542196","09253315150","ایرانسل"
"548890226055197","09777070150","ایرانسل"
"420952924255789","09731852498","همراه اول"
"69411635154932","09578379456","رایتل"
"116186813193051","09229130047","رایتل"
"693987412648715","09195925686","رایتل"
"803844066282566","09796572374","ایرانسل"
"655396701615553","09727492806","همراه اول"
"542009072144312","09648184515","رایتل"
"283758358831169","09606159543","رایتل"
"887406160310521","09400635771","همراه اول"
"85014758570980","09353376769","ایرانسل"
"139081829315167","09417173562","ایرانسل"
"427877046210302","09197228758","رایتل"
"918079145250826","09981714332","همراه اول"
"703171035909749","09358415024","همراه اول"
"228683453441630","09590516367","ایرانسل"
"69187152435938","09682177538","همراه اول"
"947366953283898","09941374790","رایتل"
"85586788687387","09704522007","همراه اول"
"350644370237857","09621068575","رایتل"
"560688841673467","09125292847","رایتل"
"937004365950069","09406653526","همراه اول"
"773305020889213","09978364949","ایرانسل"
"763338512732332","09208749998","رایتل"
"415553358466157","09160304190","رایتل"
"173485607684778","09157021228","همراه اول"
"94134644023731","09634255644","ایرانسل"
"406574786089750","09160267544","ایرانسل"
"570994272593263","09547878767","رایتل"
"337389133096676","09545431403","همراه اول"
"702853022565701","09327903084","ایرانسل"
"319490915600317","09471652545","ایرانسل"
"435290397154314","09804372082","رایتل"
"645398559646769","09466371291","رایتل"
"385919487408084","09287393120","ایرانسل"
"846823108881802","09931304997","همراه اول"
"449953067760284","09432794776","همراه اول"
"639938674257692","09362838353","رایتل"
"22680975082309","09492214010","رایتل"
"980361376655827","09841095187","رایتل"
"513323106255593","09442892264","ایرانسل"
"871416953498487","09848935556","همراه اول"
"323650833061276","09614175067","ایرانسل"
"175361104292434","09101966060","رایتل"
"605445736466264","09387168161","همراه اول"
"816016864405329","09653180233","ایرانسل"
"806098283829336","09194203544","ایرانسل"
"52118184342918","09593383097","رایتل"
"323199820282858","09604991802","ایرانسل"
"324947417886797","09585399817","ایرانسل"
"731488401788589","09459797039","همراه اول"
"463730869043642","09668932124","رایتل"
"894178050615930","09265400849","همراه اول"
"663939090932694","09599400453","ایرانسل"
"161184475327406","09757845160","همراه اول"
"39652416282220","09131531812","همراه اول"
"680429092151852","09746643164","ایرانسل"
"951292476347814","09322154890","رایتل"
"365889519255436","09132923664","ایرانسل"
"416499724318216","09919228216","همراه اول"
"35908358587063","09761274955","رایتل"
"719110049515712","09330215122","رایتل"
"534939410504019","09139193667","رایتل"
"567657605141428","09269344664","همراه اول"
"50183224934656","09619774312","رایتل"
"915120244786876","09230432932","همراه اول"
"657905535029653","09210210551","رایتل"
"695928451658581","09201792103","همراه اول"
"726723310742328","09124165415","همراه اول"
"813670104078949","09349873718","همراه اول"
"999260664452245","09109958947","ایرانسل"
"96632584459976","09730421247","ایرانسل"
"638921270278926","09612425742","ایرانسل"
"537685815133031","09107865186","رایتل"
"231403487067255","09201350429","ایرانسل"
"199142653212946","09425301717","همراه اول"
"866876383811948","09290952709","همراه اول"
"116479907880721","09638131429","رایتل"
"739536833456001","09283185751","ایرانسل"
"679979310974280","09195300552","ایرانسل"
"744380425955952","09150855850","همراه اول"
"37105451421103","09550240404","همراه اول"
"561868901333460","09378130404","همراه اول"
"578558045609000","09400928740","همراه اول"
"736374123273466","09396263259","ایرانسل"
"906310811010808","09968297974","ایرانسل"
"665555711357504","09545947091","ایرانسل"
"843929518082364","09415456675","ایرانسل"
"759257604493248","09886315773","ایرانسل"
"40703802310898","09511427844","رایتل"
"535004243071379","09869371861","رایتل"
"688938432757347","09104331630","همراه اول"
"969975847926799","09256831669","رایتل"
"564706283971708","09244392140","همراه اول"
"645520431069180","09376900327","ایرانسل"
"249539914231378","09528318729","ایرانسل"
"205905684229996","09970040286","همراه اول"
"189600121470955","09682617622","همراه اول"
"368635900335061","09782400612","رایتل"
"888820600655425","09115167994","همراه اول"
"121216328058147","09182046573","همراه اول"
"59126158079859","09164511289","رایتل"
"742027150049622","09960235174","رایتل"
"226127014267657","09470969926","همراه اول"
"847332101570222","09248523163","همراه اول"
"993415066166893","09343986357","همراه اول"
"66946998778685","09213386144","ایرانسل"
"523440352307331","09186430486","ایرانسل"
"129900672476263","09333466158","رایتل"
"549829600197758","09193129432","رایتل"
"616547486878730","09866941769","ایرانسل"
"953676597716808","09541636877","همراه اول"
"333333783668897","09246100700","همراه اول"
"897220094905702","09784749337","همراه اول"
"577536020086843","09918555553","همراه اول"
"453364575480185","09681833394","رایتل"
"31727401660131","09797754944","ایرانسل"
"235238783655850","09162472154","ایرانسل"
"994791033138746","09325972437","همراه اول"
"231718977925933","09110129647","ایرانسل"
"954897992995235","09328841740","رایتل"
"408924960476517","09774735271","ایرانسل"
"475952441029328","09600283730","همراه اول"
"629595520172842","09417907845","ایرانسل"
"133681408104223","09258344918","همراه اول"
"219415078825485","09814018372","رایتل"
"780109492103594","09671522836","ایرانسل"
"344676619036064","09725652410","همراه اول"
"905943336305575","09108371073","رایتل"
"697732601653925","09782608539","رایتل"
"271975906405836","09971364495","ایرانسل"
"746527800409246","09388543818","ایرانسل"
"66815499625164","09480626950","ایرانسل"
"483481952726545","09204310230","همراه اول"
"554494811765355","09382318620","ایرانسل"
"938512464206555","09786216269","ایرانسل"
"461842438130334","09642467898","ایرانسل"
"135118502047295","09931366942","ایرانسل"
"274191729987551","09122430375","ایرانسل"
"804967748076021","09466163863","رایتل"
"260275591532209","09768188963","رایتل"
"708347671606335","09564023164","ایرانسل"
"28612053362876","09708029614","همراه اول"
"181118448002632","09550130686","همراه اول"
"452415619556784","09898029550","رایتل"
"724357617086292","09777216937","رایتل"
"655607382417310","09541965675","ایرانسل"
"909080079681876","09471410053","همراه اول"
"794828800155962","09146933729","ایرانسل"
"182189963584336","09160065698","همراه اول"
"250195016012334","09860279245","رایتل"
"645251387741862","09723278619","همراه اول"
"160578574043955","09674232229","همراه اول"
"72581587882437","09475689452","همراه اول"
"756769815964150","09172495334","همراه اول"
"397248493757271","09524289516","ایرانسل"
"719415491665534","09854694307","ایرانسل"
"38293766519402","09986399483","همراه اول"
"792970684371905","09660136020","ایرانسل"
"335255882783942","09140976634","ایرانسل"
"134609840978003","09455078096","رایتل"
"145548601999206","09933021193","ایرانسل"
"477253180694540","09622945878","ایرانسل"
"662204946623266","09431679658","ایرانسل"
"166026639648135","09964094197","ایرانسل"
"304607429608402","09583693539","ایرانسل"
"438738989017353","09500707673","همراه اول"
"906459219285116","09702123168","رایتل"
"133025951380894","09405504626","رایتل"
"241080442928045","09783365149","رایتل"
"749770902525692","09563688051","ایرانسل"
"214705437877363","09782807616","رایتل"
"748075043461711","09249687534","همراه اول"
"200747648052522","09105635355","رایتل"
"565781294554047","09260416306","رایتل"
"975963842096300","09254005259","همراه اول"
"161234138950943","09492684911","ایرانسل"
"85164553795576","09415806488","ایرانسل"
"555810181427075","09415268693","همراه اول"
"841938807528865","09339703008","ایرانسل"
"706874652794199","09110871347","ایرانسل"
"712567162609092","09132666739","رایتل"
"89086534867446","09146801677","رایتل"
"239630471484333","09695973306","همراه اول"
